Date,Store_ID,Product_ID,Units_Sold,Demand_Forecast,Discount,Weather_Condition,Holiday/Promotion,Region,Competitor_Pricing,Seasonality
2022-07-24,S005,P0019,285,299.65,0.05,Cloudy,1,North,78.70,Spring
2022-07-24,S005,P0020,122,128.29,0.20,Cloudy,0,East,76.86,Winter
2022-07-25,S001,P0001,34,48.12,0.20,Snowy,1,North,43.78,Autumn
2022-07-25,S001,P0002,154,155.91,0.15,Rainy,1,North,92.85,Winter
2022-07-25,S001,P0003,104,117.00,0.15,Snowy,0,West,86.15,Autumn
2022-07-25,S001,P0004,2,-0.95,0.05,Cloudy,1,West,88.23,Autumn
2022-07-25,S001,P0005,84,86.77,0.00,Snowy,1,West,77.10,Winter
2022-07-25,S001,P0006,60,65.98,0.15,Cloudy,1,West,102.50,Summer
2022-07-25,S001,P0007,55,47.09,0.05,Snowy,1,East,22.33,Spring
2022-07-25,S001,P0008,170,177.97,0.15,Rainy,0,West,62.72,Winter
2022-07-25,S001,P0009,92,98.06,0.10,Cloudy,1,East,53.60,Spring
2022-07-25,S001,P0010,452,455.76,0.05,Snowy,0,North,20.11,Winter
2022-07-25,S001,P0011,23,25.38,0.00,Sunny,1,West,43.72,Summer
2022-07-25,S001,P0012,88,83.48,0.05,Rainy,0,South,36.03,Spring
2022-07-25,S001,P0013,31,29.84,0.10,Snowy,0,West,98.13,Winter
2022-07-25,S001,P0014,66,59.95,0.15,Rainy,1,North,14.41,Spring
2022-07-25,S001,P0015,141,146.80,0.15,Snowy,0,South,16.22,Spring
2022-07-25,S001,P0016,193,187.63,0.05,Sunny,0,East,61.75,Autumn
2022-07-25,S001,P0017,20,13.93,0.05,Snowy,1,North,63.37,Summer
2022-07-25,S001,P0018,4,13.37,0.00,Snowy,0,North,83.86,Summer
2022-07-25,S001,P0019,259,276.38,0.00,Snowy,0,North,16.32,Summer
2022-07-25,S001,P0020,259,254.97,0.20,Cloudy,0,West,72.02,Autumn
2022-07-25,S002,P0001,129,127.93,0.10,Rainy,1,South,56.60,Winter
2022-07-25,S002,P0002,53,66.36,0.10,Sunny,1,East,11.60,Spring
2022-07-25,S002,P0003,9,4.19,0.15,Snowy,1,West,34.35,Spring
2022-07-25,S002,P0004,221,228.56,0.00,Sunny,0,South,45.47,Summer
2022-07-25,S002,P0005,164,182.50,0.05,Rainy,0,West,76.39,Spring
2022-07-25,S002,P0006,122,141.71,0.05,Rainy,1,East,30.95,Autumn
2022-07-25,S002,P0007,21,23.42,0.20,Cloudy,1,East,6.86,Autumn
2022-07-25,S002,P0008,457,450.26,0.20,Cloudy,1,East,44.22,Spring
2022-07-25,S002,P0009,127,140.68,0.20,Snowy,0,South,58.64,Spring
2022-07-25,S002,P0010,110,129.43,0.15,Sunny,1,South,16.00,Winter
2022-07-25,S002,P0011,53,47.21,0.05,Snowy,1,West,76.97,Autumn
2022-07-25,S002,P0012,339,353.04,0.15,Rainy,1,South,83.86,Winter
2022-07-25,S002,P0013,295,313.62,0.00,Rainy,0,West,71.77,Summer
2022-07-25,S002,P0014,28,35.98,0.00,Sunny,0,South,61.65,Spring
2022-07-25,S002,P0015,135,136.30,0.10,Cloudy,0,East,70.88,Autumn
2022-07-25,S002,P0016,231,232.97,0.00,Sunny,1,South,77.51,Summer
2022-07-25,S002,P0017,266,280.92,0.00,Snowy,0,South,39.74,Spring
2022-07-25,S002,P0018,48,67.96,0.05,Snowy,0,South,33.27,Summer
2022-07-25,S002,P0019,52,60.26,0.15,Cloudy,0,West,52.59,Winter
2022-07-25,S002,P0020,296,286.08,0.00,Sunny,1,South,31.87,Spring
2022-07-25,S003,P0001,86,86.27,0.15,Cloudy,1,North,74.39,Autumn
2022-07-25,S003,P0002,75,73.63,0.00,Rainy,0,East,80.33,Spring
2022-07-25,S003,P0003,150,149.50,0.10,Sunny,0,South,76.04,Spring
2022-07-25,S003,P0004,231,238.08,0.15,Sunny,0,East,79.78,Winter
2022-07-25,S003,P0005,37,34.56,0.20,Rainy,0,North,34.73,Autumn
2022-07-25,S003,P0006,59,65.75,0.15,Sunny,1,West,74.29,Summer
2022-07-25,S003,P0007,13,5.36,0.10,Cloudy,0,North,55.92,Autumn
2022-07-25,S003,P0008,94,106.48,0.20,Rainy,1,South,76.68,Winter
2022-07-25,S003,P0009,237,237.24,0.05,Cloudy,1,West,38.65,Summer
2022-07-25,S003,P0010,54,62.41,0.20,Cloudy,1,North,27.44,Winter
2022-07-25,S003,P0011,309,307.18,0.05,Sunny,1,South,87.53,Spring
2022-07-25,S003,P0012,91,106.89,0.20,Rainy,1,West,73.02,Spring
2022-07-25,S003,P0013,100,96.12,0.00,Sunny,0,West,45.04,Autumn
2022-07-25,S003,P0014,168,160.05,0.10,Snowy,0,East,37.86,Autumn
2022-07-25,S003,P0015,253,267.45,0.05,Sunny,1,East,60.44,Spring
2022-07-25,S003,P0016,485,476.89,0.00,Sunny,1,West,76.32,Summer
2022-07-25,S003,P0017,16,10.23,0.00,Sunny,0,South,33.36,Autumn
2022-07-25,S003,P0018,68,58.35,0.05,Cloudy,0,North,39.17,Spring
2022-07-25,S003,P0019,128,142.18,0.15,Sunny,0,West,13.93,Autumn
2022-07-25,S003,P0020,81,100.40,0.10,Cloudy,0,West,93.66,Spring
2022-07-25,S004,P0001,9,10.73,0.10,Snowy,1,East,37.48,Summer
2022-07-25,S004,P0002,235,241.72,0.05,Sunny,1,North,14.83,Summer
2022-07-25,S004,P0003,68,63.54,0.20,Snowy,1,South,30.38,Spring
2022-07-25,S004,P0004,38,42.73,0.10,Cloudy,1,North,44.82,Autumn
2022-07-25,S004,P0005,111,113.20,0.10,Sunny,0,South,98.33,Autumn
2022-07-25,S004,P0006,80,96.66,0.05,Sunny,0,South,27.83,Autumn
2022-07-25,S004,P0007,114,127.09,0.05,Cloudy,0,East,19.19,Spring
2022-07-25,S004,P0008,176,180.36,0.05,Cloudy,0,East,91.02,Spring
2022-07-25,S004,P0009,265,272.81,0.15,Rainy,0,West,20.50,Winter
2022-07-25,S004,P0010,50,57.42,0.15,Rainy,1,North,81.72,Autumn
2022-07-25,S004,P0011,179,183.34,0.15,Cloudy,1,East,46.06,Spring
2022-07-25,S004,P0012,47,65.10,0.00,Cloudy,1,North,21.21,Summer
2022-07-25,S004,P0013,4,7.33,0.10,Sunny,1,North,20.67,Spring
2022-07-25,S004,P0014,270,288.42,0.05,Snowy,1,South,90.95,Spring
2022-07-25,S004,P0015,138,141.83,0.00,Snowy,0,East,29.91,Autumn
2022-07-25,S004,P0016,339,349.04,0.15,Sunny,1,North,89.25,Autumn
2022-07-25,S004,P0017,40,44.94,0.00,Sunny,1,East,12.11,Spring
2022-07-25,S004,P0018,20,20.80,0.20,Snowy,1,East,44.19,Spring
2022-07-25,S004,P0019,102,105.23,0.20,Cloudy,0,South,64.94,Winter
2022-07-25,S004,P0020,164,171.72,0.10,Cloudy,0,South,19.00,Spring
2022-07-25,S005,P0001,338,356.10,0.00,Cloudy,0,North,51.92,Autumn
2022-07-25,S005,P0002,218,211.29,0.20,Sunny,1,North,46.44,Winter
2022-07-25,S005,P0003,237,254.97,0.20,Snowy,0,South,93.98,Summer
2022-07-25,S005,P0004,202,206.97,0.10,Cloudy,1,South,18.63,Spring
2022-07-25,S005,P0005,370,365.64,0.20,Snowy,0,North,74.13,Winter
2022-07-25,S005,P0006,27,46.56,0.10,Rainy,0,West,100.52,Spring
2022-07-25,S005,P0007,73,83.36,0.00,Cloudy,0,West,30.79,Summer
2022-07-25,S005,P0008,92,84.75,0.00,Cloudy,1,East,77.27,Summer
2022-07-25,S005,P0009,108,105.42,0.20,Cloudy,1,East,52.45,Summer
2022-07-25,S005,P0010,63,53.62,0.05,Rainy,1,West,77.45,Autumn
2022-07-25,S005,P0011,32,30.90,0.20,Cloudy,1,West,23.83,Autumn
2022-07-25,S005,P0012,132,131.03,0.05,Sunny,0,East,72.40,Autumn
2022-07-25,S005,P0013,111,116.22,0.10,Rainy,0,East,43.12,Spring
2022-07-25,S005,P0014,278,272.42,0.00,Cloudy,0,West,88.03,Spring
2022-07-25,S005,P0015,124,143.96,0.05,Cloudy,1,East,73.71,Summer
2022-07-25,S005,P0016,75,73.21,0.15,Rainy,1,North,20.92,Autumn
2022-07-25,S005,P0017,30,37.18,0.15,Cloudy,1,North,36.54,Spring
2022-07-25,S005,P0018,30,20.25,0.15,Snowy,1,South,12.69,Spring
2022-07-25,S005,P0019,352,363.14,0.15,Snowy,1,East,17.36,Winter
2022-07-25,S005,P0020,78,85.65,0.15,Cloudy,1,East,61.55,Summer
2022-07-26,S001,P0001,153,172.55,0.10,Sunny,1,North,26.82,Spring
2022-07-26,S001,P0002,78,90.11,0.05,Sunny,1,North,74.69,Spring
2022-07-26,S001,P0003,61,79.54,0.05,Sunny,0,East,44.44,Summer
2022-07-26,S001,P0004,418,423.07,0.20,Rainy,1,South,66.85,Spring
2022-07-26,S001,P0005,86,93.29,0.05,Sunny,1,West,41.99,Spring
2022-07-26,S001,P0006,194,192.18,0.15,Rainy,1,South,10.34,Autumn
2022-07-26,S001,P0007,96,94.53,0.05,Rainy,0,West,44.22,Winter
2022-07-26,S001,P0008,268,281.35,0.10,Snowy,1,East,84.01,Summer
2022-07-26,S001,P0009,279,293.22,0.10,Snowy,0,South,81.57,Summer
2022-07-26,S001,P0010,73,68.67,0.20,Cloudy,0,North,84.94,Winter
2022-07-26,S001,P0011,110,128.69,0.00,Cloudy,1,South,11.68,Spring
2022-07-26,S001,P0012,18,31.81,0.20,Snowy,1,West,29.67,Spring
2022-07-26,S001,P0013,55,51.80,0.15,Snowy,0,East,51.71,Autumn
2022-07-26,S001,P0014,12,23.08,0.05,Cloudy,0,South,19.85,Spring
2022-07-26,S001,P0015,123,128.81,0.10,Sunny,1,South,90.24,Summer
2022-07-26,S001,P0016,128,139.22,0.10,Snowy,1,South,76.44,Spring
2022-07-26,S001,P0017,177,196.84,0.00,Sunny,0,West,29.88,Summer
2022-07-26,S001,P0018,51,67.64,0.20,Cloudy,1,South,99.69,Spring
2022-07-26,S001,P0019,146,138.61,0.10,Snowy,1,South,70.40,Spring
2022-07-26,S001,P0020,50,60.39,0.00,Rainy,0,East,67.83,Winter
2022-07-26,S002,P0001,62,61.13,0.20,Rainy,0,North,50.58,Autumn
2022-07-26,S002,P0002,305,315.03,0.10,Rainy,0,West,30.08,Winter
2022-07-26,S002,P0003,248,267.24,0.10,Snowy,1,North,39.50,Spring
2022-07-26,S002,P0004,34,45.42,0.15,Snowy,0,South,79.76,Winter
2022-07-26,S002,P0005,195,214.50,0.20,Sunny,1,East,49.19,Autumn
2022-07-26,S002,P0006,26,35.68,0.00,Sunny,0,South,49.83,Spring
2022-07-26,S002,P0007,27,20.54,0.20,Cloudy,0,West,72.83,Autumn
2022-07-26,S002,P0008,190,200.40,0.00,Rainy,1,South,13.57,Autumn
2022-07-26,S002,P0009,167,166.13,0.05,Rainy,0,East,23.36,Spring
2022-07-26,S002,P0010,10,2.33,0.05,Snowy,0,West,54.66,Winter
2022-07-26,S002,P0011,62,66.64,0.10,Rainy,0,West,49.74,Autumn
2022-07-26,S002,P0012,140,154.03,0.20,Rainy,0,West,96.09,Spring
2022-07-26,S002,P0013,109,114.76,0.15,Sunny,0,East,77.89,Summer
2022-07-26,S002,P0014,389,382.26,0.10,Cloudy,0,South,16.01,Spring
2022-07-26,S002,P0015,154,169.42,0.00,Rainy,0,North,47.60,Autumn
2022-07-26,S002,P0016,141,153.92,0.15,Cloudy,0,South,82.10,Summer
2022-07-26,S002,P0017,10,5.84,0.15,Sunny,1,South,13.46,Summer
2022-07-26,S002,P0018,25,43.71,0.15,Snowy,0,West,58.76,Autumn
2022-07-26,S002,P0019,68,78.57,0.20,Rainy,0,North,94.09,Spring
2022-07-26,S002,P0020,188,200.62,0.20,Cloudy,0,East,46.39,Summer
2022-07-26,S003,P0001,28,28.81,0.05,Sunny,0,South,93.50,Autumn
2022-07-26,S003,P0002,362,356.86,0.10,Rainy,0,North,83.43,Summer
2022-07-26,S003,P0003,226,221.55,0.15,Rainy,0,West,57.24,Summer
2022-07-26,S003,P0004,58,74.06,0.20,Sunny,0,East,82.95,Summer
2022-07-26,S003,P0005,449,458.33,0.10,Sunny,0,West,25.75,Summer
2022-07-26,S003,P0006,88,86.42,0.15,Sunny,0,South,40.67,Autumn
2022-07-26,S003,P0007,63,55.02,0.20,Sunny,0,West,46.17,Summer
2022-07-26,S003,P0008,160,178.04,0.05,Sunny,0,North,45.53,Autumn
2022-07-26,S003,P0009,128,124.70,0.20,Cloudy,1,West,75.46,Summer
2022-07-26,S003,P0010,91,97.62,0.00,Rainy,1,West,55.06,Autumn
2022-07-26,S003,P0011,176,168.30,0.20,Cloudy,1,West,92.42,Autumn
2022-07-26,S003,P0012,191,205.81,0.05,Rainy,0,North,36.61,Summer
2022-07-26,S003,P0013,67,59.87,0.00,Sunny,1,West,31.63,Winter
2022-07-26,S003,P0014,111,110.94,0.15,Sunny,0,South,11.69,Summer
2022-07-26,S003,P0015,283,288.03,0.05,Snowy,0,North,81.73,Autumn
2022-07-26,S003,P0016,104,119.99,0.05,Sunny,1,South,12.76,Summer
2022-07-26,S003,P0017,127,143.09,0.15,Sunny,1,North,81.02,Winter
2022-07-26,S003,P0018,49,39.35,0.20,Cloudy,1,East,89.48,Autumn
2022-07-26,S003,P0019,69,60.20,0.05,Rainy,0,North,78.86,Winter
2022-07-26,S003,P0020,225,218.59,0.05,Cloudy,0,West,80.73,Winter
2022-07-26,S004,P0001,44,37.03,0.15,Cloudy,0,South,45.27,Autumn
2022-07-26,S004,P0002,226,238.51,0.05,Sunny,0,West,37.54,Autumn
2022-07-26,S004,P0003,37,51.19,0.15,Sunny,1,North,26.95,Autumn
2022-07-26,S004,P0004,229,227.99,0.20,Snowy,0,East,94.74,Spring
2022-07-26,S004,P0005,9,4.06,0.00,Snowy,0,East,61.79,Winter
2022-07-26,S004,P0006,75,83.80,0.20,Sunny,1,East,49.62,Autumn
2022-07-26,S004,P0007,140,146.11,0.10,Cloudy,0,West,61.75,Spring
2022-07-26,S004,P0008,18,30.63,0.15,Sunny,0,West,15.79,Autumn
2022-07-26,S004,P0009,27,29.01,0.00,Cloudy,1,South,23.16,Summer
2022-07-26,S004,P0010,65,60.68,0.20,Sunny,0,North,19.10,Autumn
2022-07-26,S004,P0011,21,28.92,0.15,Cloudy,0,West,69.29,Summer
2022-07-26,S004,P0012,149,164.93,0.00,Rainy,0,South,59.09,Spring
2022-07-26,S004,P0013,35,27.27,0.00,Sunny,1,South,102.55,Winter
2022-07-26,S004,P0014,379,381.01,0.10,Sunny,0,West,76.25,Autumn
2022-07-26,S004,P0015,108,109.99,0.15,Rainy,0,North,66.57,Spring
2022-07-26,S004,P0016,108,110.37,0.15,Cloudy,1,North,34.03,Summer
2022-07-26,S004,P0017,155,152.76,0.20,Sunny,0,South,80.58,Summer
2022-07-26,S004,P0018,73,77.17,0.05,Snowy,0,North,58.61,Autumn
2022-07-26,S004,P0019,89,85.39,0.05,Snowy,1,West,77.43,Winter
2022-07-26,S004,P0020,352,345.76,0.20,Cloudy,1,West,17.10,Winter
2022-07-26,S005,P0001,208,212.30,0.00,Cloudy,1,West,9.98,Spring
2022-07-26,S005,P0002,42,42.13,0.00,Rainy,1,East,47.29,Summer
2022-07-26,S005,P0003,258,256.58,0.10,Sunny,0,North,17.38,Spring
2022-07-26,S005,P0004,53,50.83,0.05,Cloudy,1,East,62.94,Summer
2022-07-26,S005,P0005,161,170.95,0.10,Snowy,1,East,23.06,Summer
2022-07-26,S005,P0006,17,32.06,0.00,Cloudy,0,West,62.10,Autumn
2022-07-26,S005,P0007,131,140.90,0.05,Rainy,1,East,23.29,Winter
2022-07-26,S005,P0008,126,121.75,0.10,Sunny,1,North,75.86,Winter
2022-07-26,S005,P0009,117,111.55,0.15,Rainy,0,North,98.73,Spring
2022-07-26,S005,P0010,35,33.62,0.20,Sunny,0,North,32.42,Spring
2022-07-26,S005,P0011,46,38.95,0.15,Rainy,1,East,35.22,Summer
2022-07-26,S005,P0012,35,30.33,0.00,Snowy,1,East,78.53,Winter
2022-07-26,S005,P0013,355,361.69,0.00,Cloudy,1,East,24.91,Spring
2022-07-26,S005,P0014,224,224.94,0.00,Sunny,0,West,78.07,Winter
2022-07-26,S005,P0015,92,93.34,0.00,Cloudy,0,East,82.45,Winter
2022-07-26,S005,P0016,104,113.34,0.15,Sunny,0,West,94.88,Spring
2022-07-26,S005,P0017,37,27.69,0.05,Cloudy,1,South,96.28,Summer
2022-07-26,S005,P0018,79,98.87,0.10,Cloudy,0,South,12.53,Summer
2022-07-26,S005,P0019,93,84.54,0.10,Rainy,1,West,15.56,Autumn
2022-07-26,S005,P0020,25,18.71,0.20,Rainy,0,West,81.10,Spring
2022-07-27,S001,P0001,266,282.32,0.15,Snowy,1,North,82.11,Summer
2022-07-27,S001,P0002,25,18.17,0.00,Cloudy,0,North,59.81,Spring
2022-07-27,S001,P0003,151,169.54,0.10,Rainy,0,East,23.01,Winter
2022-07-27,S001,P0004,167,167.74,0.15,Sunny,0,North,17.10,Autumn
2022-07-27,S001,P0005,120,127.95,0.15,Rainy,1,South,21.55,Summer
2022-07-27,S001,P0006,71,88.45,0.15,Snowy,1,South,27.14,Winter
2022-07-27,S001,P0007,133,149.45,0.15,Snowy,1,West,74.32,Summer
2022-07-27,S001,P0008,149,156.22,0.15,Sunny,0,East,60.32,Summer
2022-07-27,S001,P0009,3,22.71,0.20,Cloudy,1,North,59.76,Autumn
2022-07-27,S001,P0010,56,71.48,0.10,Cloudy,1,East,62.46,Winter
2022-07-27,S001,P0011,76,66.90,0.15,Snowy,1,East,44.53,Autumn
2022-07-27,S001,P0012,272,278.81,0.10,Rainy,0,West,10.70,Spring
2022-07-27,S001,P0013,312,329.15,0.00,Cloudy,0,South,22.73,Winter
2022-07-27,S001,P0014,5,1.90,0.15,Cloudy,0,South,54.07,Winter
2022-07-27,S001,P0015,305,300.13,0.00,Rainy,1,East,30.40,Summer
2022-07-27,S001,P0016,119,118.42,0.00,Snowy,1,North,62.60,Summer
2022-07-27,S001,P0017,113,120.73,0.00,Cloudy,0,West,85.05,Winter
2022-07-27,S001,P0018,22,25.02,0.15,Cloudy,1,North,87.41,Autumn
2022-07-27,S001,P0019,6,5.26,0.15,Cloudy,1,West,79.12,Autumn
2022-07-27,S001,P0020,178,187.65,0.15,Cloudy,0,West,60.42,Winter
2022-07-27,S002,P0001,146,152.06,0.00,Rainy,0,West,56.13,Summer
2022-07-27,S002,P0002,33,24.22,0.10,Sunny,0,West,86.07,Spring
2022-07-27,S002,P0003,83,84.51,0.20,Rainy,1,North,45.53,Summer
2022-07-27,S002,P0004,145,158.11,0.15,Sunny,1,North,86.51,Winter
2022-07-27,S002,P0005,261,257.49,0.20,Sunny,0,North,73.88,Spring
2022-07-27,S002,P0006,262,259.62,0.20,Sunny,1,West,83.49,Winter
2022-07-27,S002,P0007,226,242.99,0.20,Sunny,0,South,92.31,Spring
2022-07-27,S002,P0008,169,188.51,0.00,Snowy,1,East,96.72,Summer
2022-07-27,S002,P0009,71,68.45,0.20,Sunny,1,North,18.19,Autumn
2022-07-27,S002,P0010,97,97.64,0.10,Rainy,0,South,91.96,Summer
2022-07-27,S002,P0011,51,42.48,0.05,Snowy,1,South,78.53,Winter
2022-07-27,S002,P0012,41,49.50,0.00,Rainy,1,South,68.21,Spring
2022-07-27,S002,P0013,455,449.53,0.20,Rainy,0,South,20.59,Summer
2022-07-27,S002,P0014,224,234.13,0.10,Sunny,0,North,43.04,Winter
2022-07-27,S002,P0015,229,225.85,0.05,Snowy,1,East,68.16,Winter
2022-07-27,S002,P0016,162,179.59,0.15,Snowy,1,South,87.80,Winter
2022-07-27,S002,P0017,252,258.56,0.00,Snowy,1,West,66.50,Autumn
2022-07-27,S002,P0018,141,142.12,0.00,Rainy,0,South,63.94,Summer
2022-07-27,S002,P0019,65,59.79,0.00,Cloudy,0,East,43.47,Winter
2022-07-27,S002,P0020,195,205.22,0.10,Sunny,1,West,96.82,Spring
2022-07-27,S003,P0001,87,81.88,0.00,Sunny,0,West,64.60,Autumn
2022-07-27,S003,P0002,58,70.02,0.00,Rainy,0,East,65.40,Winter
2022-07-27,S003,P0003,288,283.74,0.20,Rainy,0,East,42.21,Winter
2022-07-27,S003,P0004,201,200.81,0.20,Rainy,0,East,73.09,Spring
2022-07-27,S003,P0005,25,34.81,0.10,Snowy,0,North,60.11,Autumn
2022-07-27,S003,P0006,135,138.81,0.00,Snowy,0,South,14.47,Spring
2022-07-27,S003,P0007,241,259.19,0.00,Sunny,1,South,17.14,Summer
2022-07-27,S003,P0008,86,86.25,0.00,Snowy,1,East,66.02,Winter
2022-07-27,S003,P0009,220,221.40,0.05,Rainy,0,North,54.12,Spring
2022-07-27,S003,P0010,227,240.40,0.10,Sunny,1,South,88.32,Spring
2022-07-27,S003,P0011,177,169.78,0.15,Cloudy,0,East,56.14,Winter
2022-07-27,S003,P0012,163,164.84,0.05,Snowy,1,South,43.54,Spring
2022-07-27,S003,P0013,419,428.55,0.20,Rainy,0,North,54.30,Winter
2022-07-27,S003,P0014,338,339.33,0.20,Snowy,0,South,41.52,Spring
2022-07-27,S003,P0015,174,168.59,0.05,Sunny,1,West,70.25,Spring
2022-07-27,S003,P0016,23,30.09,0.05,Rainy,1,South,75.84,Autumn
2022-07-27,S003,P0017,18,20.11,0.10,Cloudy,1,East,69.89,Winter
2022-07-27,S003,P0018,144,142.35,0.10,Sunny,0,South,45.36,Winter
2022-07-27,S003,P0019,105,109.85,0.10,Snowy,1,West,40.75,Autumn
2022-07-27,S003,P0020,154,161.26,0.15,Sunny,0,East,72.86,Spring
2022-07-27,S004,P0001,0,-7.13,0.05,Snowy,1,North,22.82,Summer
2022-07-27,S004,P0002,45,49.97,0.20,Cloudy,0,East,62.66,Autumn
2022-07-27,S004,P0003,257,250.54,0.15,Cloudy,0,North,42.33,Spring
2022-07-27,S004,P0004,248,241.45,0.05,Rainy,1,North,91.54,Spring
2022-07-27,S004,P0005,52,63.09,0.10,Snowy,0,East,36.38,Spring
2022-07-27,S004,P0006,67,57.27,0.05,Snowy,0,North,89.21,Summer
2022-07-27,S004,P0007,43,53.11,0.05,Snowy,0,East,22.59,Autumn
2022-07-27,S004,P0008,19,35.13,0.20,Sunny,0,East,20.94,Autumn
2022-07-27,S004,P0009,281,279.44,0.15,Cloudy,1,West,69.09,Spring
2022-07-27,S004,P0010,325,322.20,0.20,Snowy,0,West,20.58,Spring
2022-07-27,S004,P0011,245,238.43,0.20,Cloudy,0,South,40.98,Winter
2022-07-27,S004,P0012,136,147.89,0.15,Cloudy,1,West,59.70,Autumn
2022-07-27,S004,P0013,243,252.66,0.10,Snowy,0,South,78.67,Autumn
2022-07-27,S004,P0014,317,327.97,0.00,Snowy,1,East,48.83,Summer
2022-07-27,S004,P0015,179,193.09,0.05,Rainy,0,South,41.11,Winter
2022-07-27,S004,P0016,13,5.68,0.00,Cloudy,0,South,48.26,Summer
2022-07-27,S004,P0017,137,142.80,0.00,Sunny,1,South,47.65,Winter
2022-07-27,S004,P0018,96,101.99,0.20,Sunny,0,East,14.41,Spring
2022-07-27,S004,P0019,376,386.04,0.00,Sunny,0,North,49.18,Spring
2022-07-27,S004,P0020,28,24.59,0.00,Cloudy,0,East,44.91,Winter
2022-07-27,S005,P0001,123,116.19,0.20,Rainy,0,North,26.58,Autumn
2022-07-27,S005,P0002,231,234.33,0.00,Snowy,1,East,32.08,Spring
2022-07-27,S005,P0003,63,74.99,0.15,Sunny,1,West,92.99,Spring
2022-07-27,S005,P0004,18,17.19,0.10,Rainy,1,West,29.99,Winter
2022-07-27,S005,P0005,160,172.21,0.00,Rainy,1,East,96.40,Spring
2022-07-27,S005,P0006,101,119.64,0.10,Cloudy,0,South,99.85,Winter
2022-07-27,S005,P0007,117,110.45,0.05,Snowy,0,East,64.55,Autumn
2022-07-27,S005,P0008,154,149.65,0.20,Snowy,0,South,87.81,Autumn
2022-07-27,S005,P0009,24,26.53,0.00,Cloudy,1,East,45.52,Spring
2022-07-27,S005,P0010,114,114.03,0.05,Cloudy,1,South,22.57,Autumn
2022-07-27,S005,P0011,73,80.63,0.05,Rainy,0,West,24.75,Winter
2022-07-27,S005,P0012,150,163.56,0.10,Snowy,0,North,67.68,Autumn
2022-07-27,S005,P0013,40,33.73,0.00,Rainy,0,North,46.61,Winter
2022-07-27,S005,P0014,2,-5.12,0.00,Snowy,1,North,29.04,Spring
2022-07-27,S005,P0015,20,16.03,0.00,Cloudy,1,East,71.83,Autumn
2022-07-27,S005,P0016,25,23.60,0.20,Snowy,1,South,12.14,Winter
2022-07-27,S005,P0017,341,360.16,0.10,Cloudy,0,West,34.90,Summer
2022-07-27,S005,P0018,37,51.44,0.00,Rainy,0,East,33.70,Autumn
2022-07-27,S005,P0019,37,30.99,0.10,Rainy,1,North,27.54,Spring
2022-07-27,S005,P0020,38,50.71,0.20,Snowy,1,South,91.95,Autumn
2022-07-28,S001,P0001,312,308.96,0.15,Cloudy,1,South,74.41,Spring
2022-07-28,S001,P0002,20,27.79,0.00,Sunny,0,West,33.56,Winter
2022-07-28,S001,P0003,90,81.64,0.10,Snowy,1,East,74.07,Winter
2022-07-28,S001,P0004,183,199.08,0.00,Rainy,0,West,11.19,Summer
2022-07-28,S001,P0005,121,114.81,0.00,Cloudy,1,North,55.33,Spring
2022-07-28,S001,P0006,12,26.77,0.05,Snowy,0,West,93.39,Winter
2022-07-28,S001,P0007,181,187.67,0.10,Snowy,1,North,35.42,Summer
2022-07-28,S001,P0008,111,106.06,0.15,Cloudy,1,East,15.56,Autumn
2022-07-28,S001,P0009,9,21.14,0.15,Sunny,0,South,26.19,Spring
2022-07-28,S001,P0010,121,130.63,0.00,Rainy,0,West,31.23,Spring
2022-07-28,S001,P0011,447,456.14,0.00,Rainy,0,East,69.89,Summer
2022-07-28,S001,P0012,374,391.69,0.00,Cloudy,0,East,42.01,Winter
2022-07-28,S001,P0013,5,19.14,0.05,Snowy,0,North,54.65,Winter
2022-07-28,S001,P0014,93,104.58,0.00,Cloudy,1,North,31.09,Autumn
2022-07-28,S001,P0015,134,137.18,0.15,Snowy,1,North,97.01,Autumn
2022-07-28,S001,P0016,42,44.64,0.15,Snowy,1,South,28.97,Spring
2022-07-28,S001,P0017,74,80.45,0.00,Cloudy,0,West,56.11,Autumn
2022-07-28,S001,P0018,26,36.74,0.00,Rainy,1,West,58.76,Winter
2022-07-28,S001,P0019,13,8.58,0.15,Cloudy,0,East,51.20,Autumn
2022-07-28,S001,P0020,120,128.44,0.00,Sunny,1,East,76.28,Autumn
2022-07-28,S002,P0001,2,14.37,0.10,Rainy,0,North,33.37,Summer
2022-07-28,S002,P0002,435,441.06,0.10,Rainy,1,East,42.14,Summer
2022-07-28,S002,P0003,232,239.81,0.20,Snowy,0,North,75.70,Spring
2022-07-28,S002,P0004,153,163.96,0.00,Sunny,1,North,78.48,Winter
2022-07-28,S002,P0005,106,106.71,0.00,Sunny,1,South,80.46,Summer
2022-07-28,S002,P0006,259,270.95,0.15,Sunny,1,North,16.46,Winter
2022-07-28,S002,P0007,4,13.91,0.20,Sunny,0,East,75.07,Spring
2022-07-28,S002,P0008,35,42.39,0.05,Sunny,1,South,80.81,Autumn
2022-07-28,S002,P0009,65,58.98,0.00,Sunny,0,South,88.74,Summer
2022-07-28,S002,P0010,193,186.20,0.00,Snowy,1,West,82.15,Winter
2022-07-28,S002,P0011,291,285.04,0.00,Rainy,0,North,83.24,Spring
2022-07-28,S002,P0012,137,141.98,0.20,Snowy,1,South,21.13,Winter
2022-07-28,S002,P0013,323,334.83,0.20,Cloudy,1,South,87.18,Winter
